source,cos_sim,target,level
"Барин говорит: «Давай, мужик, меняться на тулуп». ",0.131203491213912,"— Согласен, давай меняться, но мне ещё деньги нужны",B1
Серый волк спросил его:,0.2251249636413981,Поймал он ворона и попросил его принести живой воды. ,"B1, B2"
и бери ты коня златогривого. ,0.3844921314361587,Обрадовался царь Афрон такой красавице и отдал Ивану коня златогривого. ,"B1, B2"
Пришли девушки со Снегурочкой в лес. ,0.23338009025563203,"И работает хорошо Снегурочка, и поёт хорошо. ","A1, A2"
"Как увидел царь Василису Прекрасную, так и влюбился в нее без памяти",0.21908346161027525,"Мачеха и её дочери не любили Василису Прекрасную, заставляли её много работать. ","A2, B1"
"Обрадовались старики, привели ее в избу. ",0.6995914572993451,"Обрадовались старики, привели её в дом. ","A1, A2"
"Вот пришла зима снежная, намело сугробов до пояса, высыпали ребятишки на улицу поиграть, а старик со старухой на них из окна глядят да про свое горе думают",0.41785590747806445,"Пришла зима снежная, вышли дети на улицу играть, а дед и баба на них из окна смотрят и грустят. ","A1, A2"
"— Не убивай меня, Иван-царевич! ",1.0000000000000002,"— Не убивай меня, Иван-царевич! ","A2, B1"
"Катится Колобок, навстречу ему Волк:",0.7504632548593632,"Катится Колобок, а навстречу ему Волк: — Колобок, Колобок, я тебя съем! ",A1
"— Колобок, Колобок, я тебя съем!",0.8032332270421545,"— Колобок, Колобок, я тебя съем! ",A1
"Только замахнулся он топором, а из чащи Лесной Дед выходит. ",0.35188361701232945,Навстречу ему Лесной Дед выходит и спрашивает:,B1
"— Ну, сейчас эту щуку съем! ",0.9999999999999999,"— Ну, сейчас эту щуку съем! ","A2, B1"
"Иван-царевич, оставя прекрасную королевну Елену в зеленом лугу, сел на серого волка и поехал во дворец к царю Долмату.",0.27586210291686003,"Превратился волк в коня, и отдал его Иван царю Долмату. ","B1, B2"
"Есть у нас коровушка — молоко даёт, есть шесть овечек — шерсть дают. ",0.38461469912306806,"У нас есть одна корова, которая молоко даёт. ",B1
Пошёл старик в лес. ,0.7985733344290439,Пошёл старик в лес. ,B1
"Выронила утка яйцо, и упало то яйцо в синее море…",0.567012720586471,Выпало из утки яйцо и упало в синее море. ,"A2, B1"
"Когда царь узнал, что Емеля прибыл, приказал выкатить сорокаведерную бочку и посадить в эту бочку царевну и Емелю-дурака. ",0.15272337209496153,"Не сразу царь узнал Емелю, так как стал он совсем другим человеком. ","B1, B2"
"Колобок полежал, полежал, взял да и покатился — с окна на лавку, с лавки на пол, по полу к двери, прыг через порог — да в сени, из сеней на крыльцо, с крыльца на двор, со двора за ворота, дальше и дальше.",0.31249179509825964,"Колобок лежал, лежал и вдруг покатился с окна на лавку, с лавки на пол, а потом — на улицу. ",A1
"На него старуха не взглянула, Лишь с очей прогнать его велела. ",0.16580913880610168,"Но на старика старуха даже не посмотрела, приказала из дворца его выгнать. ","A2, B1"
Позвал однажды царь сыновей и говорит им: ,0.4536062099307707,"Позвал однажды царь сыновей, дал им лук и стрелы и сказал: ""Пришло время вам жениться. ","A2, B1"
"— Не трогай, — говорит, — моих деревьев: ведь они все живые, тоже жить хотят. ",0.4088754986788172,Они все живые и тоже жить хотят! ,B1
"— Надумал, — старик говорит. — Сделай так, чтобы наша прялка да ножик никогда не ломались да чтобы руки у нас всегда здоровыми были. ",0.5589168472030973,"— Придумал, — отвечает старик. — Сделай так, чтобы прялка и нож никогда не ломались, а наши руки всегда здоровыми были. ",B1
— говорит баба-яга. — Она теперь у злодея Кощея Бессмертного. ,0.788014669293137,— говорит Баба-Яга. — Она теперь у злого Кощея Бессмертного. ,"A2, B1"
"Удивился старик, испугался: Он рыбачил тридцать лет и три года И не слыхивал, чтоб рыба говорила. ",0.443059336561891,"Старик удивился и испугался, потому что он ловил рыбу тридцать лет и три года и никогда не слышал, что рыба может говорить.  ","A2, B1"
"А как свечерело, набрали они хворосту, разложили костер и давай все друг за дружкой через огонь прыгать. ",0.3456794816263853,Вечером сделали они костёр и начали через него прыгать. ,"A1, A2"
"Пустил стрелу Иван-царевич — полетела его стрела прямо в топкое болото, и подняла ее лягушка-квакушка…",0.22091532555479315,Стрела Ивана-царевича упала в болото рядом с лягушкой.,"A2, B1"
"Иван-царевич сел на серого волка, и поехали они в государство царя Долмата. ",0.269329564817949,"Хотел Иван-царевич её поймать, но его схватили и привели к главе этого царства — царю Долмату. ","B1, B2"
"Долго он по дремучим лесам пробирался, в топях болотных вяз и пришел наконец к Кощееву дубу. ",0.24209168887773905,Долго он шёл и пришёл к дубу. ,"A2, B1"
"Приехала Василиса Премудрая домой, хватилась — нет лягушечьей кожи! ",0.5736685418646281,"Приехала Василиса Премудрая домой и увидела, что нет её лягушачьей кожи. ","A2, B1"
"— И то верно, пойду.",0.2912791367094539,"— Хорошо, пойду!",B1
"— А может быть, старуха, мы у Лесного Деда тысячу курочек попросим?",0.7654567023399367,"— А может быть, старуха, мы у Лесного Деда тысячу курочек попросим? ",B1
Высокий терем. ,0.04210205087972885,Прошло время. ,"A2, B1"
"— Ох, дед, трудно нам стало работать: у меня прялка сломалась!",0.5906321951920595,"— Ой, старик, трудно нам стало работать, и прялка у меня сломалась!",B1
"У того царя Выслава Андроновича был сад такой богатый, что ни в котором государстве лучше того не было; в том саду росли разные дорогие деревья с плодами и без плодов, и была у царя одна яблоня любимая, и на той яблоне росли яблочки все золотые.",0.4331023111553777,"У этого царя был сад богатый, и была там яблоня с золотыми яблоками. ","B1, B2"
А мужик взял шубу и пошагал домой.,0.348993257360498,А мужик взял шубу барина и пошёл домой. ,B1
"Опять моя старуха бунтует: Уж не хочет быть она дворянкой, Хочет быть вольною царицей». ",0.4573318029391181,"Уже не хочет она быть богатой дворянкой, а хочет быть вольной царицей.","A2, B1"
"Он ехал день, другой и третий — вдруг вышел ему навстречу пребольшой серый волк и сказал:",0.2370013040758245,"Ехал, он ехал и встретил большого Серого Волка. ","B1, B2"
"Когда царь узнал, что Емеля прибыл, приказал выкатить сорокаведерную бочку и посадить в эту бочку царевну и Емелю-дурака. ",0.26359406463268925,"Царю, конечно, не понравился ленивый и глупый жених, поэтому приказал он посадить царевну с Емелей в большую бочку и бросить в море. ","B1, B2"
будет старуха царицей!»,0.2880487213815284,"Пообещала золотая рыбка, что будет старуха царицей. ","A2, B1"
"В некотором царстве, в некотором государстве жил-был царь, и было у него три сына. ",0.13286595329807482,"Царь был очень недоволен, потому что хлеб был некрасивым и невкусным.","A2, B1"
Пришел он домой невеселый. ,0.3452580905123765,А Иван-царевич опять пришёл домой невесёлый,"A2, B1"
Что ж он видит? ,0.15240490400186682,Опять видит их старый дом. ,"A2, B1"
"Прицелился он, а медведь вдруг и говорит ему человеческим голосом:",0.40039142686542306,"Иван-царевич хотел его убить, а селезень говорит человеческим голосом:","A2, B1"
Пошла Василиса Премудрая плясать с Иваном-царевичем. ,0.764731055396581,Пошла Василиса Премудрая танцевать с Иваном-царевичем. ,"A2, B1"
"Иван-царевич сел серому волку на спину; а волк побежал так скоро, как стрела, и бежал он, как бы в сказке сказать, недолгое время и, наконец, прибежал в государство королевны Елены Прекрасной.",0.2555978931994315,"Прибежал к нему, посадил себе на спину королевну и Ивана царевича, и поехали они обратно.","B1, B2"
"Тогда Емеля сказал: «По щучьему веленью, а по моему прошенью, бочка, вылети на берег и рассыпься на мелкие части!»",0.3057530606737302,"И опять помогло волшебство щуки: «По щучьему велению, по моему хотению...», — оказалась бочка на берегу острова. ","B1, B2"
"— А на что нам, старик? ",0.3201049160465703,"— А зачем нам деньги, старик? ",B1
— думает царевич. — Очень уж есть хочется…»,0.8884283687205381,— думает царевич. — Очень есть хочется…»,"A2, B1"
